Year,Month,Day,Max (F),Min (F),Max (C),Min (C),year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1889.0,3.0,8.0,46.8,30.9,8.2,-0.6,,,,,,,,,,,,
1889.0,3.0,9.0,46.8,28.9,8.2,-1.7,,,,,,,,,,,,
1889.0,3.0,10.0,48.1,30.2,8.9,-1.0,,,,,,,,,,,,
1889.0,3.0,11.0,50.6,24.3,10.3,-4.3,,,,,,,,,,,,
1889.0,3.0,12.0,55.9,42.9,13.3,6.1,,,,,,,,,,,,
1889.0,3.0,13.0,50.6,45.3,10.3,7.4,,,,,,,,,,,,
1889.0,3.0,14.0,50.9,45.9,10.5,7.7,,,,,,,,,,,,
1889.0,3.0,15.0,51.2,42.1,10.7,5.6,,,,,,,,,,,,
1889.0,3.0,16.0,51.6,41.7,10.9,5.4,,,,,,,,,,,,
1889.0,3.0,17.0,50.9,41.9,10.5,5.5,,,,,,,,,,,,
1889.0,3.0,18.0,48.9,38.9,9.4,3.8,,,,,,,,,,,,
1889.0,3.0,19.0,45.0,34.5,7.2,1.4,,,,,,,,,,,,
1889.0,3.0,20.0,44.7,32.6,7.1,0.3,,,,,,,,,,,,
1889.0,3.0,21.0,44.5,33.3,6.9,0.7,,,,,,,,,,,,
1889.0,3.0,22.0,50.9,32.8,10.5,0.4,,,,,,,,,,,,
1889.0,3.0,23.0,51.8,42.2,11.0,5.7,,,,,,,,,,,,
1889.0,3.0,24.0,54.6,42.2,12.6,5.7,,,,,,,,,,,,
1889.0,3.0,25.0,50.9,41.1,10.5,5.1,,,,,,,,,,,,
1889.0,3.0,26.0,49.0,38.0,9.4,3.3,,,,,,,,,,,,
1889.0,3.0,27.0,47.2,26.6,8.4,-3.0,,,,,,,,,,,,
1889.0,3.0,28.0,58.6,42.9,14.8,6.1,,,,,,,,,,,,
1889.0,3.0,29.0,53.3,43.5,11.8,6.4,,,,,,,,,,,,
1889.0,3.0,30.0,52.0,42.2,11.1,5.7,,,,,,,,,,,,
1889.0,3.0,31.0,50.7,42.0,10.4,5.6,,,,,,,,,,,,
1889.0,4.0,1.0,51.8,44.8,11.0,7.1,,,,,,,,,,,,
1889.0,4.0,2.0,50.6,44.9,10.3,7.2,,,,,,,,,,,,
1889.0,4.0,3.0,54.9,40.8,12.7,4.9,,,,,,,,,,,,
1889.0,4.0,4.0,47.5,39.2,8.6,4.0,,,,,,,,,,,,
1889.0,4.0,5.0,49.0,39.3,9.4,4.1,,,,,,,,,,,,
1889.0,4.0,6.0,46.2,38.0,7.9,3.3,,,,,,,,,,,,
1889.0,4.0,7.0,45.5,37.8,7.5,3.2,,,,,,,,,,,,
1889.0,4.0,8.0,45.9,36.5,7.7,2.5,,,,,,,,,,,,
1889.0,4.0,9.0,42.9,36.2,6.1,2.3,,,,,,,,,,,,
1889.0,4.0,10.0,42.3,36.9,5.7,2.7,,,,,,,,,,,,
1889.0,4.0,11.0,49.8,36.1,9.9,2.3,,,,,,,,,,,,
1889.0,4.0,12.0,48.9,33.5,9.4,0.8,,,,,,,,,,,,
1889.0,4.0,13.0,53.1,38.8,11.7,3.8,,,,,,,,,,,,
1889.0,4.0,14.0,50.7,38.2,10.4,3.4,,,,,,,,,,,,
1889.0,4.0,15.0,49.2,39.7,9.6,4.3,,,,,,,,,,,,
1889.0,4.0,16.0,49.9,34.9,9.9,1.6,,,,,,,,,,,,
1889.0,4.0,17.0,52.0,44.9,11.1,7.2,,,,,,,,,,,,
1889.0,4.0,18.0,53.6,44.2,12.0,6.8,,,,,,,,,,,,
1889.0,4.0,19.0,56.6,45.8,13.7,7.7,,,,,,,,,,,,
1889.0,4.0,20.0,55.3,42.5,12.9,5.8,,,,,,,,,,,,
1889.0,4.0,21.0,51.3,39.1,10.7,3.9,,,,,,,,,,,,
1889.0,4.0,22.0,51.9,40.3,11.1,4.6,,,,,,,,,,,,
1889.0,4.0,23.0,51.0,40.1,10.6,4.5,,,,,,,,,,,,
1889.0,4.0,24.0,51.4,39.3,10.8,4.1,,,,,,,,,,,,
1889.0,4.0,25.0,53.2,39.2,11.8,4.0,,,,,,,,,,,,
1889.0,4.0,26.0,50.2,40.3,10.1,4.6,,,,,,,,,,,,
1889.0,4.0,27.0,53.5,33.2,11.9,0.7,,,,,,,,,,,,
1889.0,4.0,28.0,46.2,36.9,7.9,2.7,,,,,,,,,,,,
1889.0,4.0,29.0,52.2,34.7,11.2,1.5,,,,,,,,,,,,
1889.0,4.0,30.0,55.0,43.2,12.8,6.2,,,,,,,,,,,,
1889.0,5.0,1.0,54.3,42.4,12.4,5.8,,,,,,,,,,,,
1889.0,5.0,2.0,59.0,43.8,15.0,6.6,,,,,,,,,,,,
1889.0,5.0,3.0,58.3,46.0,14.6,7.8,,,,,,,,,,,,
1889.0,5.0,4.0,59.0,48.9,15.0,9.4,,,,,,,,,,,,
1889.0,5.0,5.0,55.6,47.0,13.1,8.3,,,,,,,,,,,,
1889.0,5.0,6.0,55.8,47.0,13.2,8.3,,,,,,,,,,,,
1889.0,5.0,7.0,57.3,45.5,14.1,7.5,,,,,,,,,,,,
1889.0,5.0,8.0,58.3,44.3,14.6,6.8,,,,,,,,,,,,
1889.0,5.0,9.0,55.9,39.3,13.3,4.1,,,,,,,,,,,,
1889.0,5.0,10.0,56.9,45.4,13.8,7.4,,,,,,,,,,,,
1889.0,5.0,11.0,59.5,40.5,15.3,4.7,,,,,,,,,,,,
1889.0,5.0,12.0,59.0,42.1,15.0,5.6,,,,,,,,,,,,
1889.0,5.0,13.0,59.5,48.9,15.3,9.4,,,,,,,,,,,,
1889.0,5.0,14.0,54.6,38.5,12.6,3.6,,,,,,,,,,,,
1889.0,5.0,15.0,54.8,38.4,12.7,3.6,,,,,,,,,,,,
1889.0,5.0,16.0,55.8,44.0,13.2,6.7,,,,,,,,,,,,
1889.0,5.0,17.0,61.3,47.3,16.3,8.5,,,,,,,,,,,,
1889.0,5.0,18.0,64.3,47.1,17.9,8.4,,,,,,,,,,,,
1889.0,5.0,19.0,59.0,46.2,15.0,7.9,,,,,,,,,,,,
1889.0,5.0,20.0,65.0,52.2,18.3,11.2,,,,,,,,,,,,
1889.0,5.0,21.0,69.1,50.0,20.6,10.0,,,,,,,,,,,,
1889.0,5.0,22.0,60.0,51.4,15.6,10.8,,,,,,,,,,,,
1889.0,5.0,23.0,60.7,51.0,15.9,10.6,,,,,,,,,,,,
1889.0,5.0,24.0,54.1,45.2,12.3,7.3,,,,,,,,,,,,
1889.0,5.0,25.0,59.2,37.2,15.1,2.9,,,,,,,,,,,,
1889.0,5.0,26.0,64.1,47.8,17.8,8.8,,,,,,,,,,,,
1889.0,5.0,27.0,66.8,40.2,19.3,4.6,,,,,,,,,,,,
1889.0,5.0,28.0,55.8,49.8,13.2,9.9,,,,,,,,,,,,
1889.0,5.0,29.0,58.5,46.1,14.7,7.8,,,,,,,,,,,,
1889.0,5.0,30.0,57.7,44.1,14.3,6.7,,,,,,,,,,,,
1889.0,5.0,31.0,62.3,46.6,16.8,8.1,,,,,,,,,,,,
1889.0,6.0,1.0,56.2,48.8,13.4,9.3,,,,,,,,,,,,
1889.0,6.0,2.0,53.4,49.1,11.9,9.5,,,,,,,,,,,,
1889.0,6.0,3.0,61.1,47.1,16.2,8.4,,,,,,,,,,,,
1889.0,6.0,4.0,63.0,47.8,17.2,8.8,,,,,,,,,,,,
1889.0,6.0,5.0,66.5,39.1,19.2,3.9,,,,,,,,,,,,
1889.0,6.0,6.0,63.8,45.2,17.7,7.3,,,,,,,,,,,,
1889.0,6.0,7.0,57.3,45.5,14.1,7.5,,,,,,,,,,,,
1889.0,6.0,8.0,58.0,38.3,14.4,3.5,,,,,,,,,,,,
1889.0,6.0,9.0,57.2,47.5,14.0,8.6,,,,,,,,,,,,
1889.0,6.0,10.0,60.2,41.4,15.7,5.2,,,,,,,,,,,,
1889.0,6.0,11.0,64.4,38.8,18.0,3.8,,,,,,,,,,,,
1889.0,6.0,12.0,60.4,50.5,15.8,10.3,,,,,,,,,,,,
1889.0,6.0,13.0,58.9,39.9,14.9,4.4,,,,,,,,,,,,
1889.0,6.0,14.0,59.1,38.1,15.1,3.4,,,,,,,,,,,,
1889.0,6.0,15.0,61.7,47.7,16.5,8.7,,,,,,,,,,,,
1889.0,6.0,16.0,64.1,44.7,17.8,7.1,,,,,,,,,,,,
1889.0,6.0,17.0,67.1,47.0,19.5,8.3,,,,,,,,,,,,
1889.0,6.0,18.0,74.0,43.3,23.3,6.3,,,,,,,,,,,,
1889.0,6.0,19.0,73.8,50.3,23.2,10.2,,,,,,,,,,,,
1889.0,6.0,20.0,68.9,44.5,20.5,6.9,,,,,,,,,,,,
1889.0,6.0,21.0,73.3,44.0,22.9,6.7,,,,,,,,,,,,
1889.0,6.0,22.0,61.7,55.0,16.5,12.8,,,,,,,,,,,,
1889.0,6.0,23.0,73.5,51.9,23.1,11.1,,,,,,,,,,,,
1889.0,6.0,24.0,70.8,55.4,21.6,13.0,,,,,,,,,,,,
1889.0,6.0,25.0,71.9,45.9,22.2,7.7,,,,,,,,,,,,
1889.0,6.0,26.0,67.4,54.1,19.7,12.3,,,,,,,,,,,,
1889.0,6.0,27.0,62.2,52.9,16.8,11.6,,,,,,,,,,,,
1889.0,6.0,28.0,65.6,46.8,18.7,8.2,,,,,,,,,,,,
1889.0,6.0,29.0,63.2,42.9,17.3,6.1,,,,,,,,,,,,
1889.0,6.0,30.0,59.1,52.8,15.1,11.6,,,,,,,,,,,,
1889.0,7.0,1.0,65.7,52.5,18.7,11.4,,,,,,,,,,,,
1889.0,7.0,2.0,73.4,52.8,23.0,11.6,,,,,,,,,,,,
1889.0,7.0,3.0,72.0,46.1,22.2,7.8,,,,,,,,,,,,
1889.0,7.0,4.0,73.7,42.8,23.2,6.0,,,,,,,,,,,,
1889.0,7.0,5.0,76.2,46.1,24.6,7.8,,,,,,,,,,,,
1889.0,7.0,6.0,63.0,50.2,17.2,10.1,,,,,,,,,,,,
1889.0,7.0,7.0,58.9,48.0,14.9,8.9,,,,,,,,,,,,
1889.0,7.0,8.0,60.0,33.3,15.6,0.7,,,,,,,,,,,,
1889.0,7.0,9.0,54.1,40.6,12.3,4.8,,,,,,,,,,,,
1889.0,7.0,10.0,61.7,50.2,16.5,10.1,,,,,,,,,,,,
1889.0,7.0,11.0,69.6,49.6,20.9,9.8,,,,,,,,,,,,
1889.0,7.0,12.0,69.6,51.7,20.9,10.9,,,,,,,,,,,,
1889.0,7.0,13.0,63.6,51.9,17.6,11.1,,,,,,,,,,,,
1889.0,7.0,14.0,58.0,50.2,14.4,10.1,,,,,,,,,,,,
1889.0,7.0,15.0,59.3,48.1,15.2,8.9,,,,,,,,,,,,
1889.0,7.0,16.0,61.4,46.2,16.3,7.9,,,,,,,,,,,,
1889.0,7.0,17.0,60.4,40.1,15.8,4.5,,,,,,,,,,,,
1889.0,7.0,18.0,56.2,47.8,13.4,8.8,,,,,,,,,,,,
1889.0,7.0,19.0,59.0,48.6,15.0,9.2,,,,,,,,,,,,
1889.0,7.0,20.0,63.8,50.2,17.7,10.1,,,,,,,,,,,,
1889.0,7.0,21.0,57.4,50.7,14.1,10.4,,,,,,,,,,,,
1889.0,7.0,22.0,58.3,48.3,14.6,9.1,,,,,,,,,,,,
1889.0,7.0,23.0,61.1,48.9,16.2,9.4,,,,,,,,,,,,
1889.0,7.0,24.0,62.7,46.6,17.1,8.1,,,,,,,,,,,,
1889.0,7.0,25.0,62.0,41.7,16.7,5.4,,,,,,,,,,,,
1889.0,7.0,26.0,59.0,50.3,15.0,10.2,,,,,,,,,,,,
1889.0,7.0,27.0,59.3,51.9,15.2,11.1,,,,,,,,,,,,
1889.0,7.0,28.0,65.7,50.4,18.7,10.2,,,,,,,,,,,,
1889.0,7.0,29.0,70.0,51.3,21.1,10.7,,,,,,,,,,,,
1889.0,7.0,30.0,74.2,49.7,23.4,9.8,,,,,,,,,,,,
1889.0,7.0,31.0,69.8,54.2,21.0,12.3,,,,,,,,,,,,
1889.0,8.0,1.0,67.3,47.1,19.6,8.4,,,,,,,,,,,,
1889.0,8.0,2.0,63.1,54.9,17.3,12.7,,,,,,,,,,,,
1889.0,8.0,3.0,62.0,53.5,16.7,11.9,,,,,,,,,,,,
1889.0,8.0,4.0,62.0,44.4,16.7,6.9,,,,,,,,,,,,
1889.0,8.0,5.0,60.3,51.8,15.7,11.0,,,,,,,,,,,,
1889.0,8.0,6.0,60.1,52.3,15.6,11.3,,,,,,,,,,,,
1889.0,8.0,7.0,61.9,52.1,16.6,11.2,,,,,,,,,,,,
1889.0,8.0,8.0,58.1,45.2,14.5,7.3,,,,,,,,,,,,
1889.0,8.0,9.0,65.0,51.0,18.3,10.6,,,,,,,,,,,,
1889.0,8.0,10.0,59.8,44.4,15.4,6.9,,,,,,,,,,,,
1889.0,8.0,11.0,62.3,44.6,16.8,7.0,,,,,,,,,,,,
1889.0,8.0,12.0,61.3,50.2,16.3,10.1,,,,,,,,,,,,
1889.0,8.0,13.0,61.3,52.0,16.3,11.1,,,,,,,,,,,,
1889.0,8.0,14.0,61.3,54.4,16.3,12.4,,,,,,,,,,,,
1889.0,8.0,15.0,60.5,52.5,15.8,11.4,,,,,,,,,,,,
1889.0,8.0,16.0,64.1,53.1,17.8,11.7,,,,,,,,,,,,
1889.0,8.0,17.0,63.6,50.2,17.6,10.1,,,,,,,,,,,,
1889.0,8.0,18.0,62.2,47.4,16.8,8.6,,,,,,,,,,,,
1889.0,8.0,19.0,58.3,51.4,14.6,10.8,,,,,,,,,,,,
1889.0,8.0,20.0,59.9,47.3,15.5,8.5,,,,,,,,,,,,
1889.0,8.0,21.0,55.8,42.9,13.2,6.1,,,,,,,,,,,,
1889.0,8.0,22.0,57.2,50.1,14.0,10.1,,,,,,,,,,,,
1889.0,8.0,23.0,58.8,49.2,14.9,9.6,,,,,,,,,,,,
1889.0,8.0,24.0,59.5,46.0,15.3,7.8,,,,,,,,,,,,
1889.0,8.0,25.0,58.9,43.9,14.9,6.6,,,,,,,,,,,,
1889.0,8.0,26.0,58.8,45.2,14.9,7.3,,,,,,,,,,,,
1889.0,8.0,27.0,59.3,52.2,15.2,11.2,,,,,,,,,,,,
1889.0,8.0,28.0,64.8,55.0,18.2,12.8,,,,,,,,,,,,
1889.0,8.0,29.0,60.5,52.7,15.8,11.5,,,,,,,,,,,,
1889.0,8.0,30.0,61.2,46.9,16.2,8.3,,,,,,,,,,,,
1889.0,8.0,31.0,66.5,37.7,19.2,3.2,,,,,,,,,,,,
1889.0,9.0,1.0,70.4,39.3,21.3,4.1,,,,,,,,,,,,
1889.0,9.0,2.0,65.5,55.6,18.6,13.1,,,,,,,,,,,,
1889.0,9.0,3.0,67.4,58.0,19.7,14.4,,,,,,,,,,,,
1889.0,9.0,4.0,63.8,49.9,17.7,9.9,,,,,,,,,,,,
1889.0,9.0,5.0,66.0,47.4,18.9,8.6,,,,,,,,,,,,
1889.0,9.0,6.0,65.1,55.0,18.4,12.8,,,,,,,,,,,,
1889.0,9.0,7.0,67.8,54.7,19.9,12.6,,,,,,,,,,,,
1889.0,9.0,8.0,66.4,51.4,19.1,10.8,,,,,,,,,,,,
1889.0,9.0,9.0,66.4,51.7,19.1,10.9,,,,,,,,,,,,
1889.0,9.0,10.0,69.1,57.7,20.6,14.3,,,,,,,,,,,,
1889.0,9.0,11.0,59.7,52.9,15.4,11.6,,,,,,,,,,,,
1889.0,9.0,12.0,74.6,49.8,23.7,9.9,,,,,,,,,,,,
1889.0,9.0,13.0,62.4,53.9,16.9,12.2,,,,,,,,,,,,
1889.0,9.0,14.0,60.2,50.6,15.7,10.3,,,,,,,,,,,,
1889.0,9.0,15.0,64.4,49.1,18.0,9.5,,,,,,,,,,,,
1889.0,9.0,16.0,60.2,53.7,15.7,12.1,,,,,,,,,,,,
1889.0,9.0,17.0,58.9,53.8,14.9,12.1,,,,,,,,,,,,
1889.0,9.0,18.0,59.3,52.1,15.2,11.2,,,,,,,,,,,,
1889.0,9.0,19.0,56.9,44.3,13.8,6.8,,,,,,,,,,,,
1889.0,9.0,20.0,52.1,43.0,11.2,6.1,,,,,,,,,,,,
1889.0,9.0,21.0,53.9,42.7,12.2,5.9,,,,,,,,,,,,
1889.0,9.0,22.0,53.4,36.8,11.9,2.7,,,,,,,,,,,,
1889.0,9.0,23.0,52.0,35.2,11.1,1.8,,,,,,,,,,,,
1889.0,9.0,24.0,53.2,43.2,11.8,6.2,,,,,,,,,,,,
1889.0,9.0,25.0,53.9,39.3,12.2,4.1,,,,,,,,,,,,
1889.0,9.0,26.0,59.9,41.0,15.5,5.0,,,,,,,,,,,,
1889.0,9.0,27.0,59.1,51.8,15.1,11.0,,,,,,,,,,,,
1889.0,9.0,28.0,55.0,48.0,12.8,8.9,,,,,,,,,,,,
1889.0,9.0,29.0,53.3,45.7,11.8,7.6,,,,,,,,,,,,
1889.0,9.0,30.0,57.3,49.2,14.1,9.6,,,,,,,,,,,,
1889.0,10.0,1.0,51.2,44.9,10.7,7.2,,,,,,,,,,,,
1889.0,10.0,2.0,54.2,36.9,12.3,2.7,,,,,,,,,,,,
1889.0,10.0,3.0,49.3,46.2,9.6,7.9,,,,,,,,,,,,
1889.0,10.0,4.0,52.8,45.0,11.6,7.2,,,,,,,,,,,,
1889.0,10.0,5.0,52.1,45.5,11.2,7.5,,,,,,,,,,,,
1889.0,10.0,6.0,55.2,46.3,12.9,7.9,,,,,,,,,,,,
1889.0,10.0,7.0,53.1,43.0,11.7,6.1,,,,,,,,,,,,
1889.0,10.0,8.0,49.6,36.2,9.8,2.3,,,,,,,,,,,,
1889.0,10.0,9.0,53.7,36.1,12.1,2.3,,,,,,,,,,,,
1889.0,10.0,10.0,56.3,39.4,13.5,4.1,,,,,,,,,,,,
1889.0,10.0,11.0,54.3,34.7,12.4,1.5,,,,,,,,,,,,
1889.0,10.0,12.0,55.7,38.2,13.2,3.4,,,,,,,,,,,,
1889.0,10.0,13.0,55.6,32.0,13.1,0.0,,,,,,,,,,,,
1889.0,10.0,14.0,51.0,30.4,10.6,-0.9,,,,,,,,,,,,
1889.0,10.0,15.0,57.6,46.3,14.2,7.9,,,,,,,,,,,,
1889.0,10.0,16.0,57.9,44.7,14.4,7.1,,,,,,,,,,,,
1889.0,10.0,17.0,56.3,44.2,13.5,6.8,,,,,,,,,,,,
1889.0,10.0,18.0,51.2,42.3,10.7,5.7,,,,,,,,,,,,
1889.0,10.0,19.0,51.2,42.4,10.7,5.8,,,,,,,,,,,,
1889.0,10.0,20.0,51.2,44.1,10.7,6.7,,,,,,,,,,,,
1889.0,10.0,21.0,54.4,44.0,12.4,6.7,,,,,,,,,,,,
1889.0,10.0,22.0,54.6,43.8,12.6,6.6,,,,,,,,,,,,
1889.0,10.0,23.0,55.3,37.1,12.9,2.8,,,,,,,,,,,,
1889.0,10.0,24.0,52.8,27.2,11.6,-2.7,,,,,,,,,,,,
1889.0,10.0,25.0,49.3,25.0,9.6,-3.9,,,,,,,,,,,,
1889.0,10.0,26.0,45.7,31.9,7.6,-0.1,,,,,,,,,,,,
1889.0,10.0,27.0,49.1,34.8,9.5,1.6,,,,,,,,,,,,
1889.0,10.0,28.0,51.0,29.6,10.6,-1.3,,,,,,,,,,,,
1889.0,10.0,29.0,52.0,40.1,11.1,4.5,,,,,,,,,,,,
1889.0,10.0,30.0,52.2,36.3,11.2,2.4,,,,,,,,,,,,
1889.0,10.0,31.0,54.0,36.2,12.2,2.3,,,,,,,,,,,,
1889.0,11.0,1.0,48.8,40.5,9.3,4.7,,,,,,,,,,,,
1889.0,11.0,2.0,51.7,40.3,10.9,4.6,,,,,,,,,,,,
1889.0,11.0,3.0,53.3,45.4,11.8,7.4,,,,,,,,,,,,
1889.0,11.0,4.0,49.9,32.0,9.9,0.0,,,,,,,,,,,,
1889.0,11.0,5.0,52.0,40.2,11.1,4.6,,,,,,,,,,,,
1889.0,11.0,6.0,53.0,37.7,11.7,3.2,,,,,,,,,,,,
1889.0,11.0,7.0,55.8,46.5,13.2,8.1,,,,,,,,,,,,
1889.0,11.0,8.0,55.6,46.2,13.1,7.9,,,,,,,,,,,,
1889.0,11.0,9.0,52.9,47.3,11.6,8.5,,,,,,,,,,,,
1889.0,11.0,10.0,49.9,47.1,9.9,8.4,,,,,,,,,,,,
1889.0,11.0,11.0,48.9,42.0,9.4,5.6,,,,,,,,,,,,
1889.0,11.0,12.0,52.0,47.2,11.1,8.4,,,,,,,,,,,,
1889.0,11.0,13.0,48.0,43.5,8.9,6.4,,,,,,,,,,,,
1889.0,11.0,14.0,51.8,43.2,11.0,6.2,,,,,,,,,,,,
1889.0,11.0,15.0,53.8,47.0,12.1,8.3,,,,,,,,,,,,
1889.0,11.0,16.0,52.0,30.9,11.1,-0.6,,,,,,,,,,,,
1889.0,11.0,17.0,51.9,28.9,11.1,-1.7,,,,,,,,,,,,
1889.0,11.0,18.0,52.2,46.9,11.2,8.3,,,,,,,,,,,,
1889.0,11.0,19.0,51.9,41.3,11.1,5.2,,,,,,,,,,,,
1889.0,11.0,20.0,47.4,39.2,8.6,4.0,,,,,,,,,,,,
1889.0,11.0,21.0,52.9,45.2,11.6,7.3,,,,,,,,,,,,
1889.0,11.0,22.0,54.1,43.3,12.3,6.3,,,,,,,,,,,,
1889.0,11.0,23.0,47.9,30.1,8.8,-1.1,,,,,,,,,,,,
1889.0,11.0,24.0,48.4,39.1,9.1,3.9,,,,,,,,,,,,
1889.0,11.0,25.0,47.1,34.2,8.4,1.2,,,,,,,,,,,,
1889.0,11.0,26.0,41.9,30.6,5.5,-0.8,,,,,,,,,,,,
1889.0,11.0,27.0,37.3,30.0,2.9,-1.1,,,,,,,,,,,,
1889.0,11.0,28.0,39.9,30.1,4.4,-1.1,,,,,,,,,,,,
1889.0,11.0,29.0,43.5,29.1,6.4,-1.6,,,,,,,,,,,,
1889.0,11.0,30.0,49.1,42.5,9.5,5.8,,,,,,,,,,,,
1889.0,12.0,1.0,49.4,46.5,9.7,8.1,,,,,,,,,,,,
1889.0,12.0,2.0,48.1,42.9,8.9,6.1,,,,,,,,,,,,
1889.0,12.0,3.0,43.4,36.3,6.3,2.4,,,,,,,,,,,,
1889.0,12.0,4.0,40.0,32.0,4.4,0.0,,,,,,,,,,,,
1889.0,12.0,5.0,39.8,30.2,4.3,-1.0,,,,,,,,,,,,
1889.0,12.0,6.0,46.6,30.3,8.1,-0.9,,,,,,,,,,,,
1889.0,12.0,7.0,46.3,35.5,7.9,1.9,,,,,,,,,,,,
1889.0,12.0,8.0,52.0,36.1,11.1,2.3,,,,,,,,,,,,
1889.0,12.0,9.0,52.7,43.9,11.5,6.6,,,,,,,,,,,,
1889.0,12.0,10.0,44.9,36.0,7.2,2.2,,,,,,,,,,,,
1889.0,12.0,11.0,43.6,30.0,6.4,-1.1,,,,,,,,,,,,
1889.0,12.0,12.0,46.4,26.4,8.0,-3.1,,,,,,,,,,,,
1889.0,12.0,13.0,44.7,30.7,7.1,-0.7,,,,,,,,,,,,
1889.0,12.0,14.0,45.1,25.7,7.3,-3.5,,,,,,,,,,,,
1889.0,12.0,15.0,45.5,30.3,7.5,-0.9,,,,,,,,,,,,
1889.0,12.0,16.0,50.2,39.1,10.1,3.9,,,,,,,,,,,,
1889.0,12.0,17.0,52.9,46.3,11.6,7.9,,,,,,,,,,,,
1889.0,12.0,18.0,52.6,35.8,11.4,2.1,,,,,,,,,,,,
1889.0,12.0,19.0,46.3,36.5,7.9,2.5,,,,,,,,,,,,
1889.0,12.0,20.0,39.0,30.1,3.9,-1.1,,,,,,,,,,,,
1889.0,12.0,21.0,43.3,35.5,6.3,1.9,,,,,,,,,,,,
1889.0,12.0,22.0,48.1,41.2,8.9,5.1,,,,,,,,,,,,
1889.0,12.0,23.0,51.3,40.5,10.7,4.7,,,,,,,,,,,,
1889.0,12.0,24.0,52.1,35.3,11.2,1.8,,,,,,,,,,,,
1889.0,12.0,25.0,48.6,34.3,9.2,1.3,,,,,,,,,,,,
1889.0,12.0,26.0,49.7,45.5,9.8,7.5,,,,,,,,,,,,
1889.0,12.0,27.0,46.4,39.1,8.0,3.9,,,,,,,,,,,,
1889.0,12.0,28.0,42.0,36.8,5.6,2.7,,,,,,,,,,,,
1889.0,12.0,29.0,43.9,38.9,6.6,3.8,,,,,,,,,,,,
1889.0,12.0,30.0,47.0,42.0,8.3,5.6,,,,,,,,,,,,
1889.0,12.0,31.0,49.6,36.5,9.8,2.5,,,,,,,,,,,,
1890.0,1.0,1.0,41.8,28.2,5.4,-2.1,,,,,,,,,,,,
1890.0,1.0,2.0,42.9,35.6,6.1,2.0,,,,,,,,,,,,
1890.0,1.0,3.0,45.3,35.2,7.4,1.8,,,,,,,,,,,,
1890.0,1.0,4.0,45.0,29.0,7.2,-1.7,,,,,,,,,,,,
1890.0,1.0,5.0,50.4,40.4,10.2,4.7,,,,,,,,,,,,
1890.0,1.0,6.0,52.0,38.3,11.1,3.5,,,,,,,,,,,,
1890.0,1.0,7.0,52.2,41.9,11.2,5.5,,,,,,,,,,,,
1890.0,1.0,8.0,48.6,38.3,9.2,3.5,,,,,,,,,,,,
1890.0,1.0,9.0,52.0,34.3,11.1,1.3,,,,,,,,,,,,
1890.0,1.0,10.0,47.4,39.1,8.6,3.9,,,,,,,,,,,,
1890.0,1.0,11.0,54.2,42.6,12.3,5.9,,,,,,,,,,,,
1890.0,1.0,12.0,51.9,40.0,11.1,4.4,,,,,,,,,,,,
1890.0,1.0,13.0,51.3,36.7,10.7,2.6,,,,,,,,,,,,
1890.0,1.0,14.0,56.8,38.9,13.8,3.8,,,,,,,,,,,,
1890.0,1.0,15.0,50.0,33.1,10.0,0.6,,,,,,,,,,,,
1890.0,1.0,16.0,54.2,47.3,12.3,8.5,,,,,,,,,,,,
1890.0,1.0,17.0,48.5,39.2,9.2,4.0,,,,,,,,,,,,
1890.0,1.0,18.0,50.8,35.3,10.4,1.8,,,,,,,,,,,,
1890.0,1.0,19.0,50.7,34.3,10.4,1.3,,,,,,,,,,,,
1890.0,1.0,20.0,37.0,30.8,2.8,-0.7,,,,,,,,,,,,
1890.0,1.0,21.0,39.4,29.0,4.1,-1.7,,,,,,,,,,,,
1890.0,1.0,22.0,38.8,31.5,3.8,-0.3,,,,,,,,,,,,
1890.0,1.0,23.0,44.7,32.0,7.1,0.0,,,,,,,,,,,,
1890.0,1.0,24.0,51.6,32.4,10.9,0.2,,,,,,,,,,,,
1890.0,1.0,25.0,52.6,39.4,11.4,4.1,,,,,,,,,,,,
1890.0,1.0,26.0,42.7,32.3,5.9,0.2,,,,,,,,,,,,
1890.0,1.0,27.0,42.8,31.4,6.0,-0.3,,,,,,,,,,,,
1890.0,1.0,28.0,42.9,31.0,6.1,-0.6,,,,,,,,,,,,
1890.0,1.0,29.0,44.1,24.3,6.7,-4.3,,,,,,,,,,,,
1890.0,1.0,30.0,50.4,41.1,10.2,5.1,,,,,,,,,,,,
1890.0,1.0,31.0,54.2,47.5,12.3,8.6,,,,,,,,,,,,
1890.0,2.0,1.0,48.8,40.3,9.3,4.6,,,,,,,,,,,,
1890.0,2.0,2.0,46.0,32.6,7.8,0.3,,,,,,,,,,,,
1890.0,2.0,3.0,47.2,42.1,8.4,5.6,,,,,,,,,,,,
1890.0,2.0,4.0,45.2,30.4,7.3,-0.9,,,,,,,,,,,,
1890.0,2.0,5.0,47.7,23.3,8.7,-4.8,,,,,,,,,,,,
1890.0,2.0,6.0,44.9,25.3,7.2,-3.7,,,,,,,,,,,,
1890.0,2.0,7.0,42.9,24.9,6.1,-3.9,,,,,,,,,,,,
1890.0,2.0,8.0,45.8,23.4,7.7,-4.8,,,,,,,,,,,,
