Year,Month,Day,Max (F),Min (F),Max (C),Min (C),year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1912.0,1.0,22.0,40.0,29.0,4.4,-1.7,,,,,,,,,,,,
1912.0,1.0,23.0,40.0,28.0,4.4,-2.2,,,,,,,,,,,,
1912.0,1.0,24.0,40.0,30.0,4.4,-1.1,,,,,,,,,,,,
1912.0,1.0,25.0,39.0,22.0,3.9,-5.6,,,,,,,,,,,,
1912.0,1.0,26.0,38.0,26.0,3.3,-3.3,,,,,,,,,,,,
1912.0,1.0,27.0,41.0,31.0,5.0,-0.6,,,,,,,,,,,,
1912.0,1.0,28.0,36.0,29.0,2.2,-1.7,,,,,,,,,,,,
1912.0,1.0,29.0,42.0,25.0,5.6,-3.9,,,,,,,,,,,,
1912.0,1.0,30.0,43.0,17.0,6.1,-8.3,,,,,,,,,,,,
1912.0,1.0,31.0,44.0,23.0,6.7,-5.0,,,,,,,,,,,,
1912.0,2.0,1.0,41.0,25.0,5.0,-3.9,,,,,,,,,,,,
1912.0,2.0,2.0,37.0,16.0,2.8,-8.9,,,,,,,,,,,,
1912.0,2.0,3.0,29.0,15.0,-1.7,-9.4,,,,,,,,,,,,
1912.0,2.0,4.0,30.0,16.0,-1.1,-8.9,,,,,,,,,,,,
1912.0,2.0,5.0,34.0,26.0,1.1,-3.3,,,,,,,,,,,,
1912.0,2.0,6.0,45.0,32.0,7.2,0.0,,,,,,,,,,,,
1912.0,2.0,7.0,48.0,33.0,8.9,0.6,,,,,,,,,,,,
1912.0,2.0,8.0,48.0,43.0,8.9,6.1,,,,,,,,,,,,
1912.0,2.0,9.0,53.0,42.0,11.7,5.6,,,,,,,,,,,,
1912.0,2.0,10.0,49.0,32.0,9.4,0.0,,,,,,,,,,,,
1912.0,2.0,11.0,44.0,33.0,6.7,0.6,,,,,,,,,,,,
1912.0,2.0,12.0,45.0,40.0,7.2,4.4,,,,,,,,,,,,
1912.0,2.0,13.0,46.0,31.0,7.8,-0.6,,,,,,,,,,,,
1912.0,2.0,14.0,46.0,29.0,7.8,-1.7,,,,,,,,,,,,
1912.0,2.0,15.0,55.0,41.0,12.8,5.0,,,,,,,,,,,,
1912.0,2.0,16.0,56.0,38.0,13.3,3.3,,,,,,,,,,,,
1912.0,2.0,17.0,50.0,36.0,10.0,2.2,,,,,,,,,,,,
1912.0,2.0,18.0,51.0,31.0,10.6,-0.6,,,,,,,,,,,,
1912.0,2.0,19.0,44.0,36.0,6.7,2.2,,,,,,,,,,,,
1912.0,2.0,20.0,48.0,29.0,8.9,-1.7,,,,,,,,,,,,
1912.0,2.0,21.0,52.0,28.0,11.1,-2.2,,,,,,,,,,,,
1912.0,2.0,22.0,55.0,47.0,12.8,8.3,,,,,,,,,,,,
1912.0,2.0,23.0,53.0,32.0,11.7,0.0,,,,,,,,,,,,
1912.0,2.0,24.0,49.0,29.0,9.4,-1.7,,,,,,,,,,,,
1912.0,2.0,25.0,53.0,28.0,11.7,-2.2,,,,,,,,,,,,
1912.0,2.0,26.0,54.0,42.0,12.2,5.6,,,,,,,,,,,,
1912.0,2.0,27.0,52.0,44.0,11.1,6.7,,,,,,,,,,,,
1912.0,2.0,28.0,58.0,49.0,14.4,9.4,,,,,,,,,,,,
1912.0,2.0,29.0,52.0,43.0,11.1,6.1,,,,,,,,,,,,
1912.0,3.0,1.0,54.0,43.0,12.2,6.1,,,,,,,,,,,,
1912.0,3.0,2.0,54.0,38.0,12.2,3.3,,,,,,,,,,,,
1912.0,3.0,3.0,51.0,40.0,10.6,4.4,,,,,,,,,,,,
1912.0,3.0,4.0,44.0,35.0,6.7,1.7,,,,,,,,,,,,
1912.0,3.0,5.0,49.0,37.0,9.4,2.8,,,,,,,,,,,,
1912.0,3.0,6.0,50.0,34.0,10.0,1.1,,,,,,,,,,,,
1912.0,3.0,7.0,49.0,36.0,9.4,2.2,,,,,,,,,,,,
1912.0,3.0,8.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1912.0,3.0,9.0,55.0,35.0,12.8,1.7,,,,,,,,,,,,
1912.0,3.0,10.0,51.0,37.0,10.6,2.8,,,,,,,,,,,,
1912.0,3.0,11.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1912.0,3.0,12.0,49.0,36.0,9.4,2.2,,,,,,,,,,,,
1912.0,3.0,13.0,55.0,46.0,12.8,7.8,,,,,,,,,,,,
1912.0,3.0,14.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1912.0,3.0,15.0,49.0,32.0,9.4,0.0,,,,,,,,,,,,
1912.0,3.0,16.0,49.0,34.0,9.4,1.1,,,,,,,,,,,,
1912.0,3.0,17.0,50.0,37.0,10.0,2.8,,,,,,,,,,,,
1912.0,3.0,18.0,50.0,32.0,10.0,0.0,,,,,,,,,,,,
1912.0,3.0,19.0,41.0,33.0,5.0,0.6,,,,,,,,,,,,
1912.0,3.0,20.0,47.0,33.0,8.3,0.6,,,,,,,,,,,,
1912.0,3.0,21.0,52.0,36.0,11.1,2.2,,,,,,,,,,,,
1912.0,3.0,22.0,49.0,35.0,9.4,1.7,,,,,,,,,,,,
1912.0,3.0,23.0,51.0,35.0,10.6,1.7,,,,,,,,,,,,
1912.0,3.0,24.0,55.0,42.0,12.8,5.6,,,,,,,,,,,,
1912.0,3.0,25.0,57.0,42.0,13.9,5.6,,,,,,,,,,,,
1912.0,3.0,26.0,50.0,45.0,10.0,7.2,,,,,,,,,,,,
1912.0,3.0,27.0,51.0,43.0,10.6,6.1,,,,,,,,,,,,
1912.0,3.0,28.0,51.0,38.0,10.6,3.3,,,,,,,,,,,,
1912.0,3.0,29.0,50.0,35.0,10.0,1.7,,,,,,,,,,,,
1912.0,3.0,30.0,51.0,37.0,10.6,2.8,,,,,,,,,,,,
1912.0,3.0,31.0,48.0,36.0,8.9,2.2,,,,,,,,,,,,
1912.0,4.0,1.0,48.0,34.0,8.9,1.1,,,,,,,,,,,,
1912.0,4.0,2.0,53.0,35.0,11.7,1.7,,,,,,,,,,,,
1912.0,4.0,3.0,58.0,31.0,14.4,-0.6,,,,,,,,,,,,
1912.0,4.0,4.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1912.0,4.0,5.0,59.0,50.0,15.0,10.0,,,,,,,,,,,,
1912.0,4.0,6.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1912.0,4.0,7.0,55.0,45.0,12.8,7.2,,,,,,,,,,,,
1912.0,4.0,8.0,51.0,39.0,10.6,3.9,,,,,,,,,,,,
1912.0,4.0,9.0,49.0,33.0,9.4,0.6,,,,,,,,,,,,
1912.0,4.0,10.0,50.0,42.0,10.0,5.6,,,,,,,,,,,,
1912.0,4.0,11.0,50.0,35.0,10.0,1.7,,,,,,,,,,,,
1912.0,4.0,12.0,50.0,37.0,10.0,2.8,,,,,,,,,,,,
1912.0,4.0,13.0,55.0,39.0,12.8,3.9,,,,,,,,,,,,
1912.0,4.0,14.0,61.0,42.0,16.1,5.6,,,,,,,,,,,,
1912.0,4.0,15.0,59.0,47.0,15.0,8.3,,,,,,,,,,,,
1912.0,4.0,16.0,58.0,45.0,14.4,7.2,,,,,,,,,,,,
1912.0,4.0,17.0,57.0,44.0,13.9,6.7,,,,,,,,,,,,
1912.0,4.0,18.0,57.0,38.0,13.9,3.3,,,,,,,,,,,,
1912.0,4.0,19.0,60.0,40.0,15.6,4.4,,,,,,,,,,,,
1912.0,4.0,20.0,56.0,44.0,13.3,6.7,,,,,,,,,,,,
1912.0,4.0,21.0,55.0,42.0,12.8,5.6,,,,,,,,,,,,
1912.0,4.0,22.0,53.0,34.0,11.7,1.1,,,,,,,,,,,,
1912.0,4.0,23.0,67.0,36.0,19.4,2.2,,,,,,,,,,,,
1912.0,4.0,24.0,69.0,36.0,20.6,2.2,,,,,,,,,,,,
1912.0,4.0,25.0,64.0,33.0,17.8,0.6,,,,,,,,,,,,
1912.0,4.0,26.0,64.0,32.0,17.8,0.0,,,,,,,,,,,,
1912.0,4.0,27.0,61.0,36.0,16.1,2.2,,,,,,,,,,,,
1912.0,4.0,28.0,60.0,35.0,15.6,1.7,,,,,,,,,,,,
1912.0,4.0,29.0,55.0,31.0,12.8,-0.6,,,,,,,,,,,,
1912.0,4.0,30.0,58.0,37.0,14.4,2.8,,,,,,,,,,,,
1912.0,5.0,1.0,61.0,51.0,16.1,10.6,,,,,,,,,,,,
1912.0,5.0,2.0,55.0,48.0,12.8,8.9,,,,,,,,,,,,
1912.0,5.0,3.0,57.0,47.0,13.9,8.3,,,,,,,,,,,,
1912.0,5.0,4.0,59.0,45.0,15.0,7.2,,,,,,,,,,,,
1912.0,5.0,5.0,60.0,48.0,15.6,8.9,,,,,,,,,,,,
1912.0,5.0,6.0,59.0,51.0,15.0,10.6,,,,,,,,,,,,
1912.0,5.0,7.0,61.0,54.0,16.1,12.2,,,,,,,,,,,,
1912.0,5.0,8.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1912.0,5.0,9.0,65.0,46.0,18.3,7.8,,,,,,,,,,,,
1912.0,5.0,10.0,64.0,39.0,17.8,3.9,,,,,,,,,,,,
1912.0,5.0,11.0,58.0,46.0,14.4,7.8,,,,,,,,,,,,
1912.0,5.0,12.0,58.0,42.0,14.4,5.6,,,,,,,,,,,,
1912.0,5.0,13.0,56.0,34.0,13.3,1.1,,,,,,,,,,,,
1912.0,5.0,14.0,61.0,33.0,16.1,0.6,,,,,,,,,,,,
1912.0,5.0,15.0,58.0,41.0,14.4,5.0,,,,,,,,,,,,
1912.0,5.0,16.0,54.0,39.0,12.2,3.9,,,,,,,,,,,,
1912.0,5.0,17.0,61.0,44.0,16.1,6.7,,,,,,,,,,,,
1912.0,5.0,18.0,56.0,39.0,13.3,3.9,,,,,,,,,,,,
1912.0,5.0,19.0,59.0,41.0,15.0,5.0,,,,,,,,,,,,
1912.0,5.0,20.0,59.0,41.0,15.0,5.0,,,,,,,,,,,,
1912.0,5.0,21.0,56.0,47.0,13.3,8.3,,,,,,,,,,,,
1912.0,5.0,22.0,60.0,45.0,15.6,7.2,,,,,,,,,,,,
1912.0,5.0,23.0,58.0,36.0,14.4,2.2,,,,,,,,,,,,
1912.0,5.0,24.0,59.0,31.0,15.0,-0.6,,,,,,,,,,,,
1912.0,5.0,25.0,62.0,29.0,16.7,-1.7,,,,,,,,,,,,
1912.0,5.0,26.0,63.0,35.0,17.2,1.7,,,,,,,,,,,,
1912.0,5.0,27.0,65.0,35.0,18.3,1.7,,,,,,,,,,,,
1912.0,5.0,28.0,62.0,41.0,16.7,5.0,,,,,,,,,,,,
1912.0,5.0,29.0,57.0,44.0,13.9,6.7,,,,,,,,,,,,
1912.0,5.0,30.0,62.0,33.0,16.7,0.6,,,,,,,,,,,,
1912.0,5.0,31.0,64.0,48.0,17.8,8.9,,,,,,,,,,,,
1912.0,6.0,1.0,62.0,44.0,16.7,6.7,,,,,,,,,,,,
1912.0,6.0,2.0,58.0,47.0,14.4,8.3,,,,,,,,,,,,
1912.0,6.0,3.0,61.0,41.0,16.1,5.0,,,,,,,,,,,,
1912.0,6.0,4.0,58.0,46.0,14.4,7.8,,,,,,,,,,,,
1912.0,6.0,5.0,65.0,50.0,18.3,10.0,,,,,,,,,,,,
1912.0,6.0,6.0,61.0,48.0,16.1,8.9,,,,,,,,,,,,
1912.0,6.0,7.0,63.0,43.0,17.2,6.1,,,,,,,,,,,,
1912.0,6.0,8.0,65.0,41.0,18.3,5.0,,,,,,,,,,,,
1912.0,6.0,9.0,63.0,50.0,17.2,10.0,,,,,,,,,,,,
1912.0,6.0,10.0,65.0,40.0,18.3,4.4,,,,,,,,,,,,
1912.0,6.0,11.0,61.0,49.0,16.1,9.4,,,,,,,,,,,,
1912.0,6.0,12.0,66.0,39.0,18.9,3.9,,,,,,,,,,,,
1912.0,6.0,13.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1912.0,6.0,14.0,62.0,42.0,16.7,5.6,,,,,,,,,,,,
1912.0,6.0,15.0,61.0,48.0,16.1,8.9,,,,,,,,,,,,
1912.0,6.0,16.0,59.0,39.0,15.0,3.9,,,,,,,,,,,,
1912.0,6.0,17.0,60.0,42.0,15.6,5.6,,,,,,,,,,,,
1912.0,6.0,18.0,67.0,56.0,19.4,13.3,,,,,,,,,,,,
1912.0,6.0,19.0,66.0,51.0,18.9,10.6,,,,,,,,,,,,
1912.0,6.0,20.0,64.0,48.0,17.8,8.9,,,,,,,,,,,,
1912.0,6.0,21.0,60.0,52.0,15.6,11.1,,,,,,,,,,,,
1912.0,6.0,22.0,68.0,55.0,20.0,12.8,,,,,,,,,,,,
1912.0,6.0,23.0,65.0,51.0,18.3,10.6,,,,,,,,,,,,
1912.0,6.0,24.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1912.0,6.0,25.0,62.0,49.0,16.7,9.4,,,,,,,,,,,,
1912.0,6.0,26.0,61.0,52.0,16.1,11.1,,,,,,,,,,,,
1912.0,6.0,27.0,61.0,50.0,16.1,10.0,,,,,,,,,,,,
1912.0,6.0,28.0,63.0,46.0,17.2,7.8,,,,,,,,,,,,
1912.0,6.0,29.0,61.0,42.0,16.1,5.6,,,,,,,,,,,,
1912.0,6.0,30.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1912.0,7.0,1.0,58.0,52.0,14.4,11.1,,,,,,,,,,,,
1912.0,7.0,2.0,58.0,52.0,14.4,11.1,,,,,,,,,,,,
1912.0,7.0,3.0,62.0,51.0,16.7,10.6,,,,,,,,,,,,
1912.0,7.0,4.0,65.0,42.0,18.3,5.6,,,,,,,,,,,,
1912.0,7.0,5.0,67.0,42.0,19.4,5.6,,,,,,,,,,,,
1912.0,7.0,6.0,69.0,48.0,20.6,8.9,,,,,,,,,,,,
1912.0,7.0,7.0,63.0,54.0,17.2,12.2,,,,,,,,,,,,
1912.0,7.0,8.0,62.0,42.0,16.7,5.6,,,,,,,,,,,,
1912.0,7.0,9.0,63.0,49.0,17.2,9.4,,,,,,,,,,,,
1912.0,7.0,10.0,60.0,49.0,15.6,9.4,,,,,,,,,,,,
1912.0,7.0,11.0,64.0,41.0,17.8,5.0,,,,,,,,,,,,
1912.0,7.0,12.0,56.0,47.0,13.3,8.3,,,,,,,,,,,,
1912.0,7.0,13.0,64.0,41.0,17.8,5.0,,,,,,,,,,,,
1912.0,7.0,14.0,71.0,39.0,21.7,3.9,,,,,,,,,,,,
1912.0,7.0,15.0,67.0,46.0,19.4,7.8,,,,,,,,,,,,
1912.0,7.0,16.0,73.0,48.0,22.8,8.9,,,,,,,,,,,,
1912.0,7.0,17.0,65.0,46.0,18.3,7.8,,,,,,,,,,,,
1912.0,7.0,18.0,62.0,49.0,16.7,9.4,,,,,,,,,,,,
1912.0,7.0,19.0,61.0,47.0,16.1,8.3,,,,,,,,,,,,
1912.0,7.0,20.0,63.0,46.0,17.2,7.8,,,,,,,,,,,,
1912.0,7.0,21.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1912.0,7.0,22.0,65.0,51.0,18.3,10.6,,,,,,,,,,,,
1912.0,7.0,23.0,61.0,53.0,16.1,11.7,,,,,,,,,,,,
1912.0,7.0,24.0,68.0,54.0,20.0,12.2,,,,,,,,,,,,
1912.0,7.0,25.0,67.0,51.0,19.4,10.6,,,,,,,,,,,,
1912.0,7.0,26.0,63.0,50.0,17.2,10.0,,,,,,,,,,,,
1912.0,7.0,27.0,62.0,49.0,16.7,9.4,,,,,,,,,,,,
1912.0,7.0,28.0,58.0,50.0,14.4,10.0,,,,,,,,,,,,
1912.0,7.0,29.0,61.0,46.0,16.1,7.8,,,,,,,,,,,,
1912.0,7.0,30.0,59.0,45.0,15.0,7.2,,,,,,,,,,,,
1912.0,7.0,31.0,58.0,40.0,14.4,4.4,,,,,,,,,,,,
1912.0,8.0,1.0,57.0,43.0,13.9,6.1,,,,,,,,,,,,
1912.0,8.0,2.0,57.0,40.0,13.9,4.4,,,,,,,,,,,,
1912.0,8.0,3.0,62.0,33.0,16.7,0.6,,,,,,,,,,,,
1912.0,8.0,4.0,56.0,36.0,13.3,2.2,,,,,,,,,,,,
1912.0,8.0,5.0,60.0,37.0,15.6,2.8,,,,,,,,,,,,
1912.0,8.0,6.0,66.0,45.0,18.9,7.2,,,,,,,,,,,,
1912.0,8.0,7.0,63.0,53.0,17.2,11.7,,,,,,,,,,,,
1912.0,8.0,8.0,59.0,45.0,15.0,7.2,,,,,,,,,,,,
1912.0,8.0,9.0,56.0,41.0,13.3,5.0,,,,,,,,,,,,
1912.0,8.0,10.0,58.0,41.0,14.4,5.0,,,,,,,,,,,,
1912.0,8.0,11.0,59.0,44.0,15.0,6.7,,,,,,,,,,,,
1912.0,8.0,12.0,61.0,34.0,16.1,1.1,,,,,,,,,,,,
1912.0,8.0,13.0,59.0,44.0,15.0,6.7,,,,,,,,,,,,
1912.0,8.0,14.0,54.0,44.0,12.2,6.7,,,,,,,,,,,,
1912.0,8.0,15.0,59.0,50.0,15.0,10.0,,,,,,,,,,,,
1912.0,8.0,16.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1912.0,8.0,17.0,62.0,48.0,16.7,8.9,,,,,,,,,,,,
1912.0,8.0,18.0,63.0,47.0,17.2,8.3,,,,,,,,,,,,
1912.0,8.0,19.0,59.0,47.0,15.0,8.3,,,,,,,,,,,,
1912.0,8.0,20.0,56.0,44.0,13.3,6.7,,,,,,,,,,,,
1912.0,8.0,21.0,59.0,44.0,15.0,6.7,,,,,,,,,,,,
1912.0,8.0,22.0,61.0,37.0,16.1,2.8,,,,,,,,,,,,
1912.0,8.0,23.0,61.0,51.0,16.1,10.6,,,,,,,,,,,,
1912.0,8.0,24.0,61.0,44.0,16.1,6.7,,,,,,,,,,,,
1912.0,8.0,25.0,65.0,49.0,18.3,9.4,,,,,,,,,,,,
1912.0,8.0,26.0,58.0,47.0,14.4,8.3,,,,,,,,,,,,
1912.0,8.0,27.0,62.0,40.0,16.7,4.4,,,,,,,,,,,,
1912.0,8.0,28.0,57.0,39.0,13.9,3.9,,,,,,,,,,,,
1912.0,8.0,29.0,65.0,53.0,18.3,11.7,,,,,,,,,,,,
1912.0,8.0,30.0,59.0,48.0,15.0,8.9,,,,,,,,,,,,
1912.0,8.0,31.0,59.0,41.0,15.0,5.0,,,,,,,,,,,,
1912.0,9.0,1.0,59.0,51.0,15.0,10.6,,,,,,,,,,,,
1912.0,9.0,2.0,56.0,46.0,13.3,7.8,,,,,,,,,,,,
1912.0,9.0,3.0,64.0,49.0,17.8,9.4,,,,,,,,,,,,
1912.0,9.0,4.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1912.0,9.0,5.0,57.0,47.0,13.9,8.3,,,,,,,,,,,,
1912.0,9.0,6.0,58.0,47.0,14.4,8.3,,,,,,,,,,,,
1912.0,9.0,7.0,57.0,46.0,13.9,7.8,,,,,,,,,,,,
1912.0,9.0,8.0,59.0,52.0,15.0,11.1,,,,,,,,,,,,
1912.0,9.0,9.0,56.0,38.0,13.3,3.3,,,,,,,,,,,,
1912.0,9.0,10.0,56.0,44.0,13.3,6.7,,,,,,,,,,,,
1912.0,9.0,11.0,57.0,43.0,13.9,6.1,,,,,,,,,,,,
1912.0,9.0,12.0,63.0,35.0,17.2,1.7,,,,,,,,,,,,
1912.0,9.0,13.0,60.0,35.0,15.6,1.7,,,,,,,,,,,,
1912.0,9.0,14.0,60.0,49.0,15.6,9.4,,,,,,,,,,,,
1912.0,9.0,15.0,57.0,50.0,13.9,10.0,,,,,,,,,,,,
1912.0,9.0,16.0,62.0,50.0,16.7,10.0,,,,,,,,,,,,
1912.0,9.0,17.0,61.0,47.0,16.1,8.3,,,,,,,,,,,,
1912.0,9.0,18.0,65.0,38.0,18.3,3.3,,,,,,,,,,,,
1912.0,9.0,19.0,63.0,39.0,17.2,3.9,,,,,,,,,,,,
1912.0,9.0,20.0,58.0,46.0,14.4,7.8,,,,,,,,,,,,
1912.0,9.0,21.0,60.0,46.0,15.6,7.8,,,,,,,,,,,,
1912.0,9.0,22.0,59.0,41.0,15.0,5.0,,,,,,,,,,,,
1912.0,9.0,23.0,59.0,40.0,15.0,4.4,,,,,,,,,,,,
1912.0,9.0,24.0,61.0,37.0,16.1,2.8,,,,,,,,,,,,
1912.0,9.0,25.0,57.0,44.0,13.9,6.7,,,,,,,,,,,,
1912.0,9.0,26.0,59.0,47.0,15.0,8.3,,,,,,,,,,,,
1912.0,9.0,27.0,57.0,45.0,13.9,7.2,,,,,,,,,,,,
1912.0,9.0,28.0,58.0,45.0,14.4,7.2,,,,,,,,,,,,
1912.0,9.0,29.0,58.0,47.0,14.4,8.3,,,,,,,,,,,,
1912.0,9.0,30.0,58.0,46.0,14.4,7.8,,,,,,,,,,,,
1912.0,10.0,1.0,57.0,45.0,13.9,7.2,,,,,,,,,,,,
1912.0,10.0,2.0,54.0,36.0,12.2,2.2,,,,,,,,,,,,
1912.0,10.0,3.0,51.0,28.0,10.6,-2.2,,,,,,,,,,,,
1912.0,10.0,4.0,54.0,27.0,12.2,-2.8,,,,,,,,,,,,
1912.0,10.0,5.0,55.0,45.0,12.8,7.2,,,,,,,,,,,,
1912.0,10.0,6.0,60.0,39.0,15.6,3.9,,,,,,,,,,,,
1912.0,10.0,7.0,60.0,45.0,15.6,7.2,,,,,,,,,,,,
1912.0,10.0,8.0,61.0,43.0,16.1,6.1,,,,,,,,,,,,
1912.0,10.0,9.0,59.0,45.0,15.0,7.2,,,,,,,,,,,,
1912.0,10.0,10.0,58.0,38.0,14.4,3.3,,,,,,,,,,,,
1912.0,10.0,11.0,55.0,39.0,12.8,3.9,,,,,,,,,,,,
1912.0,10.0,12.0,59.0,38.0,15.0,3.3,,,,,,,,,,,,
1912.0,10.0,13.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1912.0,10.0,14.0,59.0,37.0,15.0,2.8,,,,,,,,,,,,
1912.0,10.0,15.0,53.0,35.0,11.7,1.7,,,,,,,,,,,,
1912.0,10.0,16.0,56.0,45.0,13.3,7.2,,,,,,,,,,,,
1912.0,10.0,17.0,57.0,38.0,13.9,3.3,,,,,,,,,,,,
1912.0,10.0,18.0,59.0,45.0,15.0,7.2,,,,,,,,,,,,
1912.0,10.0,19.0,56.0,41.0,13.3,5.0,,,,,,,,,,,,
1912.0,10.0,20.0,50.0,37.0,10.0,2.8,,,,,,,,,,,,
1912.0,10.0,21.0,51.0,37.0,10.6,2.8,,,,,,,,,,,,
1912.0,10.0,22.0,51.0,38.0,10.6,3.3,,,,,,,,,,,,
1912.0,10.0,23.0,53.0,33.0,11.7,0.6,,,,,,,,,,,,
1912.0,10.0,24.0,48.0,28.0,8.9,-2.2,,,,,,,,,,,,
1912.0,10.0,25.0,44.0,29.0,6.7,-1.7,,,,,,,,,,,,
1912.0,10.0,26.0,52.0,30.0,11.1,-1.1,,,,,,,,,,,,
1912.0,10.0,27.0,52.0,34.0,11.1,1.1,,,,,,,,,,,,
1912.0,10.0,28.0,52.0,42.0,11.1,5.6,,,,,,,,,,,,
1912.0,10.0,29.0,56.0,43.0,13.3,6.1,,,,,,,,,,,,
1912.0,10.0,30.0,49.0,36.0,9.4,2.2,,,,,,,,,,,,
1912.0,10.0,31.0,49.0,34.0,9.4,1.1,,,,,,,,,,,,
1912.0,11.0,1.0,49.0,26.0,9.4,-3.3,,,,,,,,,,,,
1912.0,11.0,2.0,45.0,25.0,7.2,-3.9,,,,,,,,,,,,
1912.0,11.0,3.0,50.0,38.0,10.0,3.3,,,,,,,,,,,,
1912.0,11.0,4.0,55.0,48.0,12.8,8.9,,,,,,,,,,,,
1912.0,11.0,5.0,55.0,49.0,12.8,9.4,,,,,,,,,,,,
1912.0,11.0,6.0,56.0,47.0,13.3,8.3,,,,,,,,,,,,
1912.0,11.0,7.0,57.0,49.0,13.9,9.4,,,,,,,,,,,,
1912.0,11.0,8.0,55.0,49.0,12.8,9.4,,,,,,,,,,,,
1912.0,11.0,9.0,54.0,42.0,12.2,5.6,,,,,,,,,,,,
1912.0,11.0,10.0,52.0,41.0,11.1,5.0,,,,,,,,,,,,
1912.0,11.0,11.0,46.0,38.0,7.8,3.3,,,,,,,,,,,,
1912.0,11.0,12.0,45.0,34.0,7.2,1.1,,,,,,,,,,,,
1912.0,11.0,13.0,47.0,37.0,8.3,2.8,,,,,,,,,,,,
1912.0,11.0,14.0,50.0,42.0,10.0,5.6,,,,,,,,,,,,
1912.0,11.0,15.0,50.0,45.0,10.0,7.2,,,,,,,,,,,,
1912.0,11.0,16.0,49.0,44.0,9.4,6.7,,,,,,,,,,,,
1912.0,11.0,17.0,48.0,37.0,8.9,2.8,,,,,,,,,,,,
1912.0,11.0,18.0,50.0,39.0,10.0,3.9,,,,,,,,,,,,
1912.0,11.0,19.0,51.0,46.0,10.6,7.8,,,,,,,,,,,,
1912.0,11.0,20.0,53.0,45.0,11.7,7.2,,,,,,,,,,,,
1912.0,11.0,21.0,56.0,48.0,13.3,8.9,,,,,,,,,,,,
1912.0,11.0,22.0,55.0,50.0,12.8,10.0,,,,,,,,,,,,
1912.0,11.0,23.0,55.0,42.0,12.8,5.6,,,,,,,,,,,,
1912.0,11.0,24.0,53.0,41.0,11.7,5.0,,,,,,,,,,,,
1912.0,11.0,25.0,54.0,39.0,12.2,3.9,,,,,,,,,,,,
1912.0,11.0,26.0,57.0,34.0,13.9,1.1,,,,,,,,,,,,
1912.0,11.0,27.0,42.0,29.0,5.6,-1.7,,,,,,,,,,,,
1912.0,11.0,28.0,38.0,30.0,3.3,-1.1,,,,,,,,,,,,
1912.0,11.0,29.0,37.0,27.0,2.8,-2.8,,,,,,,,,,,,
1912.0,11.0,30.0,38.0,18.0,3.3,-7.8,,,,,,,,,,,,
1912.0,12.0,1.0,40.0,25.0,4.4,-3.9,,,,,,,,,,,,
1912.0,12.0,2.0,47.0,32.0,8.3,0.0,,,,,,,,,,,,
1912.0,12.0,3.0,55.0,34.0,12.8,1.1,,,,,,,,,,,,
1912.0,12.0,4.0,55.0,51.0,12.8,10.6,,,,,,,,,,,,
1912.0,12.0,5.0,53.0,47.0,11.7,8.3,,,,,,,,,,,,
1912.0,12.0,6.0,50.0,40.0,10.0,4.4,,,,,,,,,,,,
1912.0,12.0,7.0,54.0,41.0,12.2,5.0,,,,,,,,,,,,
1912.0,12.0,8.0,49.0,38.0,9.4,3.3,,,,,,,,,,,,
1912.0,12.0,9.0,53.0,36.0,11.7,2.2,,,,,,,,,,,,
1912.0,12.0,10.0,45.0,32.0,7.2,0.0,,,,,,,,,,,,
1912.0,12.0,11.0,58.0,36.0,14.4,2.2,,,,,,,,,,,,
1912.0,12.0,12.0,47.0,32.0,8.3,0.0,,,,,,,,,,,,
1912.0,12.0,13.0,58.0,43.0,14.4,6.1,,,,,,,,,,,,
1912.0,12.0,14.0,58.0,45.0,14.4,7.2,,,,,,,,,,,,
1912.0,12.0,15.0,48.0,38.0,8.9,3.3,,,,,,,,,,,,
1912.0,12.0,16.0,41.0,33.0,5.0,0.6,,,,,,,,,,,,
1912.0,12.0,17.0,43.0,31.0,6.1,-0.6,,,,,,,,,,,,
1912.0,12.0,18.0,39.0,33.0,3.9,0.6,,,,,,,,,,,,
1912.0,12.0,19.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1912.0,12.0,20.0,54.0,48.0,12.2,8.9,,,,,,,,,,,,
1912.0,12.0,21.0,50.0,42.0,10.0,5.6,,,,,,,,,,,,
1912.0,12.0,22.0,46.0,37.0,7.8,2.8,,,,,,,,,,,,
1912.0,12.0,23.0,47.0,36.0,8.3,2.2,,,,,,,,,,,,
1912.0,12.0,24.0,49.0,38.0,9.4,3.3,,,,,,,,,,,,
