bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta
4646,2554.75,329297.2,330208.6667,-388.4,218.6,3.217
4647,2555.3,329417.7,330343.3333,-389.9,218.4,3.145
4648,2555.85,329541.2,330478,-390.5,218.3,3.103
4649,2556.4,329666.3,330622,-394,217.7,2.944
4650,2556.95,329798.4,330766,-395.2,217.5,2.894
4651,2557.5,329932.9,330910,-391.6,218.1,3.03
4652,2558.05,330061.5,331054,-395.7,217.4,2.882
4653,2558.6,330196.8,331198,-393.2,217.8,2.964
4654,2559.15,330328.4,331342,-391.5,218.1,3.047
4655,2559.7,330456.6,331482.6667,-393.2,217.8,2.987
4656,2560.25,330587.5,331623.3333,-390.8,218.2,3.08
4657,2560.8,330714.5,331764,-390.7,218.2,3.093
4658,2561.35,330841.1,331900.6667,-390,218.3,3.122
4659,2561.9,330966.6,332037.3333,-389.8,218.4,3.11
4660,2562.45,331092.7,332174,-394.7,217.5,2.911
4661,2563,331227.5,332317,-391.2,218.1,3.046
4662,2563.55,331356.4,332460,-393.4,217.7,2.958
4663,2564.1,331489.3,332603,-393.1,217.8,2.954
4664,2564.65,331622.4,332751.3333,-397.2,217.1,2.774
4665,2565.2,331764.4,332899.6667,-395.6,217.3,2.83
4666,2565.75,331903.7,333048,-395.6,217.3,2.84
4667,2566.3,332042.6,333193.6667,-393.4,217.7,2.923
4668,2566.85,332177.7,333339.3333,-393.5,217.7,2.948
4669,2567.4,332311.7,333485,-386.8,218.8,3.227
4670,2567.95,332434.2,333617,-386.1,218.9,3.265
4671,2568.5,332555.5,333749,-389.8,218.2,3.126
4672,2569.05,332682.2,333881,-381.8,219.5,3.481
4673,2569.6,332796.1,334002,-384.2,219.1,3.413
4674,2570.15,332912.3,334123,-379.5,219.9,3.615
4675,2570.7,333022.2,334244,-378.8,220,3.679
4676,2571.25,333130.4,334355.3333,-376.4,220.4,3.824
4677,2571.8,333234.5,334466.6667,-373.4,220.9,3.971
4678,2572.35,333334.9,334578,-377.6,220.2,3.756
4679,2572.9,333441.1,334689.3333,-377.4,220.2,3.774
4680,2573.45,333547,334800.6667,-373.3,220.9,3.969
4681,2574,333647.8,334912,-373.1,220.9,4.023
4682,2574.55,333747.3,335015.6667,-371.2,221.2,4.13
4683,2575.1,333844.4,335119.3333,-369.4,221.5,4.219
4684,2575.65,333939.6,335223,-371.7,221.1,4.09
4685,2576.2,334037.8,335330,-374.6,220.6,3.922
4686,2576.75,334140.5,335437,-373.8,220.7,3.938
4687,2577.3,334242.8,335544,-374.7,220.6,3.894
4688,2577.85,334346.4,335650.6667,-374.8,220.5,3.927
4689,2578.4,334449.2,335757.3333,-368.6,221.6,4.231
4690,2578.95,334544.8,335864,-368.3,221.6,4.272
4691,2579.5,334639.5,335968.3333,-372.3,220.9,4.056
4692,2580.05,334739.4,336072.6667,-372.2,220.9,4.009
4693,2580.6,334840.6,336177,-375.9,220.3,3.837
4694,2581.15,334946.4,336286.6667,-373.2,220.8,3.946
4695,2581.7,335049.5,336396.3333,-372.7,220.8,3.949
4696,2582.25,335152.6,336506,-377.7,220,3.691
4697,2582.8,335263,336625.3333,-381.9,219.3,3.461
4698,2583.35,335380.9,336744.6667,-378.8,219.8,3.59
4699,2583.9,335494.6,336864,-381.2,219.4,3.49
4700,2584.45,335611.7,336989.3333,-380,219.6,3.523
4701,2585,335727.9,337114.6667,-386.1,218.6,3.223
4702,2585.55,335855,337240,-383.1,219.1,3.337
4703,2586.1,335977.8,337377,-389.5,218,3.029
4704,2586.65,336113.3,337514,-390.7,217.8,2.969
4705,2587.2,336251.7,337651,-391.4,217.7,2.926
4706,2587.75,336392.2,337800.6667,-394.1,217.2,2.813
4707,2588.3,336538.7,337950.3333,-394.5,217.2,2.775
4708,2588.85,336687.2,338100,-399,216.4,2.594
4709,2589.4,336846.2,338266,-400.6,216.1,2.527
4710,2589.95,337009.8,338432,-400.3,216.2,2.529
4711,2590.5,337173.3,338598,-401.9,215.9,2.461
4712,2591.05,337341.6,338775,-403.9,215.6,2.387
4713,2591.6,337515.2,338952,-405.1,215.4,2.339
4714,2592.15,337692.6,339129,-404.9,215.4,2.34
4715,2592.7,337870.2,339314,-405.6,215.3,2.308
4716,2593.25,338050.4,339499,-408,214.9,2.225
4717,2593.8,338237.5,339684,-410.8,214.4,2.127
4718,2594.35,338433.5,339887.6667,-411.5,214.3,2.095
4719,2594.9,338632.7,340091.3333,-414.3,213.8,2.001
4720,2595.45,338841.5,340295,-417,213.3,1.914
4721,2596,339060.1,340523.3333,-420.6,212.7,1.812
4722,2596.55,339291.3,340751.6667,-419.4,212.9,1.835
4723,2597.1,339519.8,340980,-422,212.5,1.761
4724,2597.65,339758.1,341228,-423.5,212.2,1.716
4725,2598.2,340003,341476,-426.4,211.7,1.641
4726,2598.75,340259.4,341724,-427,211.6,1.62
4727,2599.3,340519.3,341996,-429.6,211.2,1.553
4728,2599.85,340790.8,342268,-431.9,210.8,1.498
4729,2600.4,341072.3,342540,-435.7,210.2,1.407
4730,2600.95,341372.5,342860.3333,-440.8,209.3,1.295
4731,2601.5,341699,343180.6667,-442.9,209,1.255
4732,2602.05,342036.3,343501,-439.8,209.5,1.313
4733,2602.6,342358.9,343832.6667,-441.6,209.2,1.278
4734,2603.15,342690.5,344164.3333,-445,208.7,1.216
4735,2603.7,343039.5,344496,-437.9,209.8,1.348
4736,2604.25,343354.6,344810.3333,-443.5,208.9,1.25
4737,2604.8,343694.8,345124.6667,-436.3,210.1,1.383
4738,2605.35,344002.6,345439,-440.6,209.4,1.304
4739,2605.9,344329.2,345752,-438.2,209.8,1.35
4740,2606.45,344645.4,346065,-440.8,209.4,1.3
4741,2607,344974.1,346378,-439.6,209.6,1.325
4742,2607.55,345297.2,346681.3333,-437.8,209.9,1.361
4743,2608.1,345612.2,346984.6667,-438.8,209.7,1.344
4744,2608.65,345931.4,347288,-436.4,210.1,1.395
4745,2609.2,346239.6,347586,-437.3,210,1.375
4746,2609.75,346552.7,347884,-440.1,209.5,1.32
4747,2610.3,346879.3,348182,-434.8,210.4,1.433
4748,2610.85,347180.5,348475,-437.6,209.9,1.373
4749,2611.4,347495.2,348768,-437.8,209.9,1.373
4750,2611.95,347810.4,349061,-431.4,211,1.507
4751,2612.5,348097.9,349350,-435.6,210.3,1.419
4752,2613.05,348403.8,349639,-439.4,209.7,1.338
4753,2613.6,348728.5,349928,-438.6,209.8,1.356
4754,2614.15,349049.3,350206.6667,-434.9,210.4,1.442
4755,2614.7,349351.4,350485.3333,-425.1,212,1.662
4756,2615.25,349613.9,350764,-433.2,210.7,1.485
4757,2615.8,349908.1,351037.6667,-430,211.2,1.551
4758,2616.35,350190.2,351311.3333,-430.5,211.1,1.543
4759,2616.9,350473.8,351585,-431,211,1.527
4760,2617.45,350761,351867,-435.5,210.3,1.43
4761,2618,351068,352149,-432.5,210.8,1.493
4762,2618.55,351362.4,352431,-433.9,210.6,1.464
4763,2619.1,351663,352718,-434.3,210.5,1.455
4764,2619.65,351965.7,353005,-434.2,210.5,1.458
4765,2620.2,352268.3,353292,-433.3,210.7,1.478
4766,2620.75,352567.2,353577.6667,-434.2,210.6,1.46
4767,2621.3,352870.1,353863.3333,-433.8,210.6,1.469
4768,2621.85,353171.6,354149,-434.2,210.6,1.461
4769,2622.4,353475.1,354431,-433.2,210.7,1.485
4770,2622.95,353774.2,354713,-431.4,211,1.528
4771,2623.5,354065.4,354995,-432.1,210.9,1.514
4772,2624.05,354359.9,355279,-430.9,211.1,1.535
4773,2624.6,354650.8,355563,-436.8,210.2,1.406
4774,2625.15,354968.9,355847,-439.6,209.7,1.341
4775,2625.7,355303.1,356164.6667,-440.7,209.5,1.317
4776,2626.25,355644.1,356482.3333,-441.5,209.4,1.301
4777,2626.8,355989.8,356800,-440.6,209.5,1.318
4778,2627.35,356331.6,357114,-440.4,209.6,1.323
4779,2627.9,356672.6,357428,-438.3,209.9,1.367
4780,2628.45,357003.4,357742,-438.6,209.8,1.361
4781,2629,357336.1,358054.6667,-439.9,209.6,1.333
4782,2629.55,357676.5,358367.3333,-439.5,209.7,1.341
4783,2630.1,358015.3,358680,-441,209.5,1.311
4784,2630.65,358362.3,359002.6667,-440.6,209.5,1.317
4785,2631.2,358708.5,359325.3333,-442.4,209.2,1.284
4786,2631.75,359064.3,359648,-439.3,209.7,1.345
4787,2632.3,359404.8,359962.6667,-439.6,209.7,1.34
4788,2632.85,359747.3,360277.3333,-439.7,209.7,1.341
4789,2633.4,360090.3,360592,-436.2,210.3,1.412
4790,2633.95,360417,360896.6667,-439.2,209.8,1.353
4791,2634.5,360758.9,361201.3333,-436,210.3,1.417
4792,2635.05,361086.4,361506,-439.9,209.7,1.339
4793,2635.6,361434,361813.3333,-433.8,210.7,1.466
4794,2636.15,361752.2,362120.6667,-438.7,209.9,1.369
4795,2636.7,362094.3,362428,-434.5,210.6,1.456
4796,2637.25,362416.9,362721.6667,-432.3,210.9,1.509
4797,2637.8,362728.9,363015.3333,-435.2,210.4,1.441
4798,2638.35,363056.6,363309,-437.1,210.1,1.406
4799,2638.9,363393.2,363598,-430,211.3,1.562
4800,2639.45,363697.2,363887,-430.8,211.2,1.551
4801,2640,364004.2,364176,-430.5,211.2,1.556
4802,2640.55,364311,364462.6667,-433.2,210.8,1.495
4803,2641.1,364631.1,364749.3333,-431.1,211.1,1.542
4804,2641.65,364942.1,365036,-432.7,210.9,1.503
4805,2642.2,365262.1,365343.3333,-437.6,210.1,1.395
4806,2642.75,365607.6,365650.6667,-437.3,210.1,1.403
4807,2643.3,365952.1,365958,-432.3,211,1.513
4808,2643.85,366272.1,366251.6667,-431.8,211,1.529
4809,2644.4,366589.4,366545.3333,-433.7,210.7,1.487
4810,2644.95,366916.5,366839,-433.6,210.8,1.489
4811,2645.5,367243.9,367139.6667,-433.1,210.9,1.5
4812,2646.05,367569.6,367440.3333,-435.2,210.5,1.454
4813,2646.6,367906.4,367741,-433.4,210.8,1.495
4814,2647.15,368234.3,368034,-431.9,211.1,1.532
4815,2647.7,368555.2,368327,-431.1,211.2,1.552
4816,2648.25,368872.5,368620,-432,211,1.53
4817,2648.8,369195,368925,-433,210.9,1.506
4818,2649.35,369523.3,369230,-438.4,210,1.383
4819,2649.9,369881.3,369535,-435.6,210.5,1.445
4820,2650.45,370224.8,369838.6667,-433.1,210.9,1.505
4821,2651,370555,370142.3333,-432.9,210.9,1.512
4822,2651.55,370884.4,370446,-429.3,211.5,1.598
4823,2652.1,371196.6,370735.3333,-431,211.2,1.56
4824,2652.65,371516.8,371024.6667,-431.1,211.2,1.56
4825,2653.2,371837.7,371314,-425.7,212.1,1.692
4826,2653.75,372134.1,371589.6667,-427.7,211.8,1.645
4827,2654.3,372439.4,371865.3333,-427.5,211.8,1.65
4828,2654.85,372744.4,372141,-427.1,211.9,1.66
4829,2655.4,373047.8,372416.6667,-427.4,211.8,1.655
4830,2655.95,373352.8,372692.3333,-425.4,212.2,1.708
4831,2656.5,373648.8,372968,-422.9,212.6,1.777
4832,2657.05,373933.8,373221,-418.4,213.3,1.905
4833,2657.6,374200.1,373474,-421.2,212.9,1.831
4834,2658.15,374477.3,373727,-424.1,212.4,1.744
4835,2658.7,374769,374002.6667,-425.7,212.1,1.7
4836,2659.25,375068.6,374278.3333,-427.7,211.8,1.647
4837,2659.8,375378.2,374554,-430,211.4,1.58
4838,2660.35,375701.4,374869,-436.6,210.3,1.432
4839,2660.9,376058.3,375184,-435.7,210.5,1.447
4840,2661.45,376412.1,375499,-435,210.6,1.464
4841,2662,376762.2,375816,-433.8,210.8,1.493
4842,2662.55,377105.8,376133,-432.7,211,1.519
4843,2663.1,377444,376450,-432.5,211,1.525
4844,2663.65,377781.2,376754,-431.3,211.2,1.557
4845,2664.2,378111.8,377058,-428,211.8,1.637
4846,2664.75,378426.7,377362,-429.3,211.5,1.608
4847,2665.3,378747.6,377657.6667,-427.4,211.9,1.654
4848,2665.85,379059.8,377953.3333,-428.4,211.7,1.631
4849,2666.4,379376.7,378249,-425.3,212.2,1.713
4850,2666.95,379678.8,378545,-430.6,211.3,1.578
4851,2667.5,380007,378841,-427.6,211.8,1.65
4852,2668.05,380321.2,379137,-425.1,212.2,1.72
4853,2668.6,380622.9,379420,-424.4,212.4,1.741
4854,2669.15,380921.1,379703,-424.1,212.4,1.751
4855,2669.7,381218,379986,-422.2,212.7,1.807
4856,2670.25,381506,380253,-419,213.3,1.896
4857,2670.8,381780.8,380520,-419.4,213.2,1.886
4858,2671.35,382057.2,380787,-421.3,212.9,1.836
4859,2671.9,382341.3,381055.3333,-419.7,213.1,1.878
4860,2672.45,382619.4,381323.6667,-419.1,213.2,1.901
4861,2673,382894.3,381592,-416.1,213.7,1.986
4862,2673.55,383157.7,381849.3333,-417,213.6,1.964
4863,2674.1,383424.2,382106.6667,-417.5,213.5,1.949
4864,2674.65,383692.8,382364,-416.7,213.6,1.964
4865,2675.2,383959.8,382636.6667,-422.8,212.6,1.797
4866,2675.75,384251.7,382909.3333,-421.2,212.9,1.834
4867,2676.3,384538,383182,-420.3,213,1.858
4868,2676.85,384820.7,383470.6667,-425.5,212.2,1.714
4869,2677.4,385127.3,383759.3333,-424.7,212.3,1.734
4870,2677.95,385430.7,384048,-426.4,212,1.691
4871,2678.5,385741.9,384341.3333,-423.9,212.5,1.756
4872,2679.05,386041.9,384634.6667,-422.4,212.7,1.8
4873,2679.6,386334.7,384928,-421.3,212.9,1.834
4874,2680.15,386622.1,385200.3333,-416.4,213.7,1.979
4875,2680.7,386888.8,385472.6667,-419.6,213.2,1.888
4876,2681.25,387168.5,385745,-420,213.1,1.878
4877,2681.8,387449.8,386010.6667,-416.3,213.7,1.984
4878,2682.35,387716.3,386276.3333,-415,213.9,2.03
4879,2682.9,387976.7,386542,-414.6,214,2.049
4880,2683.45,388235.1,386792,-410.2,214.7,2.19
4881,2684,388476.9,387042,-413.9,214.1,2.066
4882,2684.55,388733.3,387292,-417.5,213.5,1.952
4883,2685.1,389004.9,387572.3333,-419.3,213.2,1.896
4884,2685.65,389284.5,387852.6667,-423.1,212.6,1.787
4885,2686.2,389581.6,388133,-423.4,212.6,1.774
4886,2686.75,389880.9,388442.3333,-427.3,211.9,1.67
4887,2687.3,390199.1,388751.6667,-426.7,212,1.68
4888,2687.85,390515.6,389061,-432,211.2,1.55
4889,2688.4,390858.7,389394,-430.9,211.3,1.577
4890,2688.95,391196.2,389727,-427,212,1.672
4891,2689.5,391514.6,390060,-428.3,211.8,1.646
4892,2690.05,391838.4,390369,-424.7,212.4,1.742
4893,2690.6,392144.5,390678,-420.8,213,1.85
4894,2691.15,392432.8,390987,-421.3,212.9,1.84
4895,2691.7,392723,391286.3333,-422.9,212.7,1.795
4896,2692.25,393020.6,391585.6667,-421.5,212.9,1.835
4897,2692.8,393311.8,391885,-421.4,212.9,1.842
4898,2693.35,393602,392175.3333,-419.3,213.3,1.902
4899,2693.9,393883.2,392465.6667,-418.1,213.5,1.944
4900,2694.45,394158.5,392756,-416.1,213.8,2.005
4901,2695,394425.5,393025.6667,-414.2,214.1,2.071
4902,2695.55,394684.2,393295.3333,-414.3,214.1,2.074
4903,2696.1,394942.7,393565,-411.2,214.6,2.172
4904,2696.65,395189.5,393815.3333,-410.3,214.8,2.208
4905,2697.2,395432.5,394065.6667,-409,215,2.255
4906,2697.75,395670.5,394316,-409.5,214.9,2.243
4907,2698.3,395909.9,394560,-407,215.3,2.323
4908,2698.85,396141.2,394804,-409,215,2.261
4909,2699.4,396378.8,395048,-407.9,215.2,2.307
4910,2699.95,396611.8,395274.3333,-402.1,216.2,2.515
4911,2700.5,396825.5,395500.6667,-401.3,216.3,2.551
4912,2701.05,397036.4,395727,-405.9,215.5,2.387
4913,2701.6,397261.7,395955,-403.6,215.9,2.463
4914,2702.15,397480.1,396183,-403.2,216,2.487
4915,2702.7,397696.4,396411,-401.6,216.3,2.546
4916,2703.25,397907.7,396627,-401.6,216.3,2.555
4917,2703.8,398118.3,396843,-398.5,216.8,2.678
4918,2704.35,398319.3,397059,-398.9,216.7,2.668
4919,2704.9,398520.9,397267.3333,-397.8,216.9,2.715
4920,2705.45,398719.2,397475.6667,-398.1,216.9,2.709
4921,2706,398918,397684,-394.7,217.4,2.844
4922,2706.55,399107.3,397888.6667,-397.8,216.9,2.728
4923,2707.1,399304.8,398093.3333,-398,216.9,2.701
4924,2707.65,399504.1,398298,-402.5,216.2,2.538
4925,2708.2,399716.3,398509.3333,-400.4,216.5,2.615
4926,2708.75,399922.2,398720.6667,-394.2,217.5,2.884
4927,2709.3,400109,398932,-395,217.4,2.864
4928,2709.85,400297.2,399132,-393.4,217.7,2.923
4929,2710.4,400481.3,399332,-397.8,217,2.741
4930,2710.95,400677.9,399532,-395.6,217.3,2.835
4931,2711.5,400868,399731.6667,-395.6,217.4,2.841
4932,2712.05,401057.7,399931.3333,-394.6,217.5,2.887
4933,2712.6,401244.4,400131,-393.5,217.7,2.939
4934,2713.15,401427.6,400317.3333,-390.8,218.2,3.083
4935,2713.7,401602.4,400503.6667,-388.2,218.6,3.196
4936,2714.25,401771,400690,-391,218.2,3.066
4937,2714.8,401946.8,400879.6667,-393,217.8,2.981
4938,2715.35,402127.6,401069.3333,-392.2,218,3.031
4939,2715.9,402305.3,401259,-387.4,218.8,3.242
4940,2716.45,402471.4,401438.3333,-388.4,218.6,3.212
4941,2717,402639,401617.6667,-388.4,218.6,3.211
4942,2717.55,402806.7,401797,-388.8,218.6,3.195
4943,2718.1,402975.2,401975,-388.8,218.6,3.208
4944,2718.65,403142.9,402153,-385.2,219.2,3.358
4945,2719.2,403303.2,402331,-389.4,218.5,3.186
4946,2719.75,403472.1,402509.3333,-387.6,218.8,3.267
4947,2720.3,403636.8,402687.6667,-385.5,219.1,3.373
4948,2720.85,403796.3,402866,-385.1,219.2,3.41
4949,2721.4,403954.1,403036.6667,-382.6,219.6,3.518
4950,2721.95,404107.1,403207.3333,-385.6,219.1,3.39
4951,2722.5,404266,403378,-384.7,219.3,3.423
4952,2723.05,404423.4,403552.3333,-386.3,219,3.344
4953,2723.6,404584.6,403726.6667,-385.1,219.2,3.399
4954,2724.15,404743.2,403901,-386,219.1,3.35
4955,2724.7,404904.3,404078.6667,-388.5,218.7,3.241
4956,2725.25,405070.9,404256.3333,-383.8,219.4,3.471
4957,2725.8,405226.7,404434,-385.7,219.1,3.372
4958,2726.35,405387.2,404615,-387,218.9,3.306
4959,2726.9,405551,404796,-387.6,218.8,3.282
4960,2727.45,405716.3,404977,-384.9,219.3,3.413
4961,2728,405875.4,405155,-386.7,219,3.331
4962,2728.55,406038.6,405333,-383.7,219.5,3.48
4963,2729.1,406195,405511,-383.2,219.5,3.519
4964,2729.65,406349.7,405682.6667,-382.2,219.7,3.572
4965,2730.2,406502.3,405854.3333,-381.8,219.8,3.582
4966,2730.75,406654.8,406026,-384.7,219.3,3.437
4967,2731.3,406813.8,406206.6667,-387.3,218.9,3.303
4968,2731.85,406979.5,406387.3333,-383.3,219.5,3.502
4969,2732.4,407135.9,406568,-385.4,219.2,3.423
4970,2732.95,407296.1,406741.3333,-379.9,220.1,3.681
4971,2733.5,407445.3,406914.6667,-380.6,220,3.648
4972,2734.05,407596,407088,-385.7,219.1,3.424
4973,2734.6,407756.8,407266.3333,-379.2,220.2,3.693
4974,2735.15,407906.1,407444.6667,-385.3,219.2,3.431
4975,2735.7,408066.9,407623,-382.9,219.6,3.53
4976,2736.25,408223.5,407803,-381.5,219.8,3.614
4977,2736.8,408376.5,407983,-384.5,219.3,3.443
4978,2737.35,408537.4,408163,-385.5,219.2,3.387
4979,2737.9,408701,408352.6667,-386.7,219,3.333
4980,2738.45,408867.5,408542.3333,-384.7,219.3,3.431
4981,2739,409029.4,408732,-382.1,219.7,3.579
4982,2739.55,409184.7,408916.6667,-382,219.7,3.574
4983,2740.1,409340.4,409101.3333,-385.4,219.2,3.417
4984,2740.65,409503.4,409286,-383,219.6,3.516
4985,2741.2,409661.9,409476,-383.8,219.4,3.485
4986,2741.75,409822.1,409666,-385.5,219.2,3.385
4987,2742.3,409987,409856,-387.5,218.8,3.294
4988,2742.85,410156.7,410056.3333,-385.5,219.2,3.38
4989,2743.4,410322,410256.6667,-387.2,218.9,3.298
4990,2743.95,410491.8,410457,-387.6,218.8,3.28
4991,2744.5,410662.6,410663.6667,-386.8,219,3.313
4992,2745.05,410831.9,410870.3333,-388.8,218.6,3.218
4993,2745.6,411006.4,411077,-388.3,218.7,3.237
4994,2746.15,411179.9,411284.6667,-388.1,218.7,3.257
4995,2746.7,411352.7,411492.3333,-386.1,219.1,3.345
4996,2747.25,411521,411700,-388.5,218.7,3.214
4997,2747.8,411696.5,411924.6667,-393.3,217.9,3.001
4998,2748.35,411884.5,412149.3333,-393.6,217.8,2.973
4999,2748.9,412074.5,412374,-392.8,218,3.01
5000,2749.45,412262.4,412606.6667,-393,217.9,2.997
5001,2750,412451.4,412839.3333,-394.4,217.7,2.954
5002,2750.55,412643.3,413072,-389,218.6,3.181
5003,2751.1,412821.9,413300,-392.7,218,3.018
5004,2751.65,413010.4,413528,-393.1,217.9,3.002
5005,2752.2,413200.3,413756,-391.6,218.2,3.063
5006,2752.75,413386.8,413994.6667,-392.5,218,3.027
5007,2753.3,413575.8,414233.3333,-396.4,217.4,2.842
5008,2753.85,413777.6,414472,-394.3,217.7,2.938
5009,2754.4,413973,414714.6667,-393.2,217.9,2.987
5010,2754.95,414165.7,414957.3333,-394.7,217.6,2.921
5011,2755.5,414363,415200,-394.9,217.6,2.917
5012,2756.05,414561,415443.6667,-391.9,218.1,3.04
5013,2756.6,414751.3,415687.3333,-393.6,217.8,2.976
5014,2757.15,414946,415931,-393.5,217.8,2.971
5015,2757.7,415141.5,416175.6667,-394.7,217.6,2.927
5016,2758.25,415340.5,416420.3333,-391.4,218.2,3.064
5017,2758.8,415531,416665,-393.1,217.9,2.993
5018,2759.35,415726.4,416907.3333,-390.9,218.2,3.1
5019,2759.9,415915.5,417149.6667,-389.8,218.4,3.141
5020,2760.45,416102.7,417392,-392.4,218,3.028
5021,2761,416297.2,417640,-392.6,218,3.014
5022,2761.55,416493,417888,-390.7,218.3,3.089
5023,2762.1,416684.5,418136,-393.8,217.7,2.952
5024,2762.65,416885,418397.3333,-394.1,217.7,2.928
5025,2763.2,417087.6,418658.6667,-395.7,217.4,2.875
5026,2763.75,417294.1,418920,-389.1,218.5,3.143
5027,2764.3,417483.3,419182,-395.2,217.5,2.883
5028,2764.85,417689.9,419444,-395.7,217.4,2.856
5029,2765.4,417898.8,419706,-394,217.7,2.915
5030,2765.95,418104,419980.6667,-397.1,217.2,2.793
5031,2766.5,418318.7,420255.3333,-396.1,217.3,2.828
5032,2767.05,418531,420530,-394.8,217.5,2.881
5033,2767.6,418739.8,420810.3333,-396.5,217.2,2.808
5034,2768.15,418954.2,421090.6667,-397.3,217.1,2.769
5035,2768.7,419172.1,421371,-400.9,216.5,2.615
5036,2769.25,419403.1,421677.3333,-399.9,216.7,2.646
5037,2769.8,419631.8,421983.6667,-402.7,216.2,2.533
5038,2770.35,419871.1,422290,-403.4,216.1,2.504
5039,2770.9,420113.6,422601.3333,-400.9,216.5,2.599
5040,2771.45,420347.8,422912.6667,-399.9,216.6,2.636
5041,2772,420579,423224,-403.2,216.1,2.502
5042,2772.55,420823,423549,-404.7,215.8,2.441
5043,2773.1,421073.6,423874,-401.2,216.4,2.575
5044,2773.65,421311.4,424199,-403.1,216.1,2.517
5045,2774.2,421555.2,424496,-396.7,217.1,2.758
5046,2774.75,421777.9,424793,-390.3,218.2,3.072
5047,2775.3,421978.2,425090,-388.8,218.4,3.145
5048,2775.85,422174,425368,-391.2,218,3.025
5049,2776.4,422377.8,425646,-393.4,217.6,2.909
5050,2776.95,422590,425924,-397.4,217,2.74
5051,2777.5,422815.6,426243,-397.2,217,2.726
5052,2778.05,423042.6,426562,-402.5,216.1,2.512
5053,2778.6,423289.2,426881,-407.8,215.2,2.318
5054,2779.15,423556.6,427242.3333,-403.1,216,2.467
5055,2779.7,423808.2,427603.6667,-406.8,215.4,2.342
5056,2780.25,424073.5,427965,-410,214.8,2.206
5057,2780.8,424355.3,428388.6667,-417.2,213.6,1.981
5058,2781.35,424669.3,428812.3333,-416.6,213.7,1.984
5059,2781.9,424983,429236,-423.7,212.5,1.779
5060,2782.45,425333.2,429744,-417.7,213.5,1.933
5061,2783,425655.8,430252,-428.1,211.8,1.653
5062,2783.55,426033.1,430760,-429,211.6,1.616
5063,2784.1,426419.4,431407,-433.6,210.8,1.497
5064,2784.65,426836.5,432054,-436.6,210.3,1.425
5065,2785.2,427275.1,432701,-437,210.2,1.41
5066,2785.75,427718.7,433455.6667,-439.1,209.9,1.362
5067,2786.3,428178.3,434210.3333,-436.8,210.2,1.41
5068,2786.85,428622.6,434965,-437.8,210,1.384
5069,2787.4,429075.4,435711.3333,-436,210.3,1.421
5070,2787.95,429517,436457.6667,-430.4,211.2,1.545
5071,2788.5,429923.5,437204,-435.9,210.2,1.412
5072,2789.05,430368.7,437972,-437.7,209.9,1.37
5073,2789.6,430827.8,438740,-434.8,210.4,1.43
5074,2790.15,431268,439508,-438.8,209.7,1.343
5075,2790.7,431737.2,440284,-433,210.6,1.465
5076,2791.25,432167.7,441060,-435,210.3,1.417
5077,2791.8,432613.2,441836,-438.6,209.7,1.336
5078,2792.35,433086.2,442648,-440.3,209.4,1.297
5079,2792.9,433573.5,443460,-436.8,209.9,1.369
5080,2793.45,434035.8,444272,-435.8,210.1,1.389
5081,2794,434491.8,445010.6667,-436.8,209.9,1.367
5082,2794.55,434955.5,445749.3333,-436.3,210,1.377
5083,2795.1,435416.3,446488,-433.3,210.4,1.441
5084,2795.65,435856.8,447142,-434.8,210.2,1.409
5085,2796.2,436307.9,447796,-434.9,210.2,1.408
5086,2796.75,436759.6,448450,-432.1,210.6,1.471
5087,2797.3,437192.4,449027.3333,-428.1,211.3,1.562
5088,2797.85,437600.3,449604.6667,-432.4,210.6,1.467
5089,2798.4,438034.9,450182,-430.4,210.9,1.51
5090,2798.95,438457.7,450736.3333,-430.4,210.9,1.511
5091,2799.5,438880.6,451290.6667,-431.6,210.7,1.483
5092,2800.05,439311.9,451845,-430.6,210.9,1.51
5093,2800.6,439736,452348,-422.5,212.2,1.711
5094,2801.15,440110.5,452851,-423.5,212.1,1.689
5095,2801.7,440490.3,453354,-424.9,211.8,1.652
5096,2802.25,440879.1,453879,-431.1,210.8,1.499
5097,2802.8,441308,454404,-429.3,211.1,1.54
5098,2803.35,441725.8,454929,-429.2,211.1,1.543
5099,2803.9,442143.1,455474.6667,-431.6,210.8,1.489
5100,2804.45,442576.1,456020.3333,-433.3,210.5,1.45
5101,2805,443021.2,456566,-425.9,211.7,1.629
5102,2805.55,443418,457091.3333,-428.2,211.3,1.574
5103,2806.1,443829.2,457616.6667,-433.2,210.5,1.455
5104,2806.65,444274.3,458142,-429.3,211.2,1.549
5105,2807.2,444693.2,458654.6667,-429,211.2,1.56
5106,2807.75,445109.6,459167.3333,-426.8,211.6,1.613
5107,2808.3,445512.8,459680,-428,211.4,1.586
5108,2808.85,445923.3,460208.3333,-430.3,211,1.525
5109,2809.4,446350.7,460736.6667,-435.3,210.2,1.411
5110,2809.95,446813.5,461265,-439.7,209.5,1.317
5111,2810.5,447310.2,461850.3333,-438.4,209.7,1.34
5112,2811.05,447799.2,462435.6667,-440.9,209.3,1.291
5113,2811.6,448307.7,463021,-439.2,209.6,1.325
5114,2812.15,448803.7,463588.6667,-437.3,209.9,1.366
5115,2812.7,449285.9,464156.3333,-436.6,210,1.383
5116,2813.25,449763,464724,-436.1,210.1,1.395
5117,2813.8,450236.8,465256,-431.4,210.9,1.502
